ID	PSI	count	GeneID	geneSymbol
chr5:147449885-147450013|+|147444935|147445038	1.0	4	ENSG00000133710.15_4	SPINK5
chr3:39141795-39141994|-|39142237|39142278	0.785219399538	433	ENSG00000114745.13_2	GORASP1
chr2:74686769-74686872|+|74686679|74686689	1.0	14	ENSG00000239779.7_7	WBP1
chr3:181720561-181720633|+|181719155|181719548	nan	0	ENSG00000242512.9_7	LINC01206
chr2:219532801-219532869|-|219532961|219533001	0.993781094527	804	ENSG00000163481.8_5	RNF25
chr9:116859580-116859716|-|116859798|116859886	0.0	7	ENSG00000136883.14_4	KIF12
chr15:50592985-50593099|-|50593417|50593453	0.613333333333	600	ENSG00000104064.17_3	GABPB1
chr13:55560354-55560818|+|55554559|55554581	1.0	47	ENSG00000277047.5_7	AL390964.1
chr15:45051837-45051860|+|45048661|45051052	nan	0	ENSG00000185880.13_4	TRIM69
chr16:68264743-68264930|-|68265080|68265198	0.802588996764	309	ENSG00000103067.13_6	ESRP2
chr17:40725495-40725641|-|40725836|40726116	0.0	607	ENSG00000131470.14_2	PSMC3IP
chr5:114956131-114956377|-|114961297|114961554	1.0	1227	ENSG00000134970.14_5	TMED7
chr17:6979049-6979204|-|6979294|6979303	nan	0	ENSG00000132514.13_3	CLEC10A
chr8:145008977-145009097|-|145009178|145009190	0.836518046709	471	ENSG00000178209.15_6	PLEC
chr17:74763467-74763533|+|74750169|74750286	1.0	527	ENSG00000092931.11_3	MFSD11
chr15:60678226-60678285|-|60688478|60688571	0.676470588235	34	ENSG00000182718.16_7	ANXA2
chr4:3176447-3176526|+|3174945|3175058	1.0	8	ENSG00000197386.12_6	HTT
chr9:32985968-32986028|-|32987541|32987757	0.996525767226	1727	ENSG00000137074.18_4	APTX
chr2:242051654-242051854|-|242054436|242054457	0.178947368421	285	ENSG00000115687.13_2	PASK
chr15:41066553-41066634|-|41067165|41067228	0.03515625	512	ENSG00000104129.10_3	DNAJC17
chr19:19231800-19231975|-|19232116|19232333	0.975609756098	1681	ENSG00000064545.14_6	TMEM161A
chr17:80422162-80422306|+|80417948|80418199	1.0	1399	ENSG00000141562.18_6	NARF
chr10:102140972-102141205|+|102133769|102133891	1.0	389	ENSG00000235823.3_5	OLMALINC
chr8:129082405-129082607|+|129061687|129061994	nan	0	ENSG00000249859.11_5	PVT1
chr17:40986360-40986393|+|40985522|40985690	1.0	62	ENSG00000131467.10_4	PSME3
chr2:106473125-106473202|-|106473417|106473588	0.0	1	ENSG00000235522.6_6	AC010978.1
chr15:82970613-82970704|+|82970256|82970343	1.0	24	ENSG00000259328.1	RP11-152F13.7
chr3:156868070-156868170|-|156869517|156869705	0.58282208589	163	ENSG00000163660.11_2	CCNL1
chr3:52557886-52558033|+|52557592|52557772	nan	0	ENSG00000010327.10_3	STAB1
chr4:20706088-20706156|+|20702234|20702370	1.0	34	ENSG00000163138.19_4	PACRGL
chr16:67208523-67208847|+|67208243|67208367	nan	0	ENSG00000140939.14_4	AC074143.1
chr15:86653003-86653150|-|86659811|86659845	nan	0	ENSG00000260477.8_7	LINC01584
chrX:151904458-151904518|+|151903938|151903942	1.0	4	ENSG00000198930.13_3	CSAG1
