ID	PSI	count	GeneID	geneSymbol
chr5:175607818-175607889|-|175609622|175609687	0.0769230769231	13	ENSG00000283235.2_7	AC139493.2
chr2:55470551-55470804|-|55471164|55471290	0.988676574664	1413	ENSG00000085760.14_2	MTIF2
chr17:36358298-36358395|-|36358796|36358841	0.0	287	ENSG00000274487.2_5	AC244154.1
chr7:5978352-5978460|-|5982856|5982954	0.666666666667	9	ENSG00000155026.16_2	RSPH10B
chr8:74162502-74162558|-|74169207|74169275	nan	0	ENSG00000274443.4_4	C8orf89
chr7:130147525-130147664|-|130148402|130148409	1.0	1328	ENSG00000158623.14_3	COPG2
chr4:39347020-39347096|-|39352967|39353051	1.0	1134	ENSG00000035928.16_4	RFC1
chr19:4292228-4292882|-|4294563|4294575	1.0	10	ENSG00000167664.8_4	TMIGD2
chrX:110555866-110555964|-|110574131|110574146	nan	0	ENSG00000077279.18_5	DCX
chr3:195710982-195711147|-|195711362|195711464	0.283333333333	120	ENSG00000185485.14_2	SDHAP1
chr16:68264743-68264930|-|68265080|68265198	0.802588996764	309	ENSG00000103067.13_6	ESRP2
chr5:156936308-156936475|-|156940431|156940441	0.056338028169	71	ENSG00000135074.15_4	ADAM19
chr1:43917318-43917388|-|43917468|43917498	0.982394366197	284	ENSG00000178922.16_5	HYI
chr8:10352363-10353976|-|10354109|10354144	0.5	4	ENSG00000253649.5_7	PRSS51
chr5:54577199-54577343|-|54578943|54579030	0.040415704388	866	ENSG00000067248.10_4	DHX29
chr11:59611351-59611528|-|59612733|59612847	0.0	5	ENSG00000134812.8_3	CBLIF
chr4:77253584-77253644|-|77255117|77255174	1.0	13	ENSG00000163749.17_2	CCDC158
chr19:48003889-48004006|-|48006649|48006679	0.0121628767848	1891	ENSG00000105402.8_5	NAPA
chr12:51394095-51394202|-|51394345|51394380	1.0	43	ENSG00000110911.16_5	SLC11A2
chr15:85089451-85089508|-|85098191|85098196	0.133333333333	135	ENSG00000189136.9_3	UBE2Q2P1
chr17:70319279-70319461|-|70319883|70320162	1.0	3	ENSG00000227036.8_4	LINC00511
chr8:145008977-145009097|-|145009178|145009190	0.836518046709	471	ENSG00000178209.15_6	PLEC
chr15:96007948-96008038|-|96012973|96013012	nan	0	ENSG00000258489.4_7	AC027013.1
chr3:195493533-195493622|-|195495892|195495920	nan	0	ENSG00000145113.22_4	MUC4
chr1:235926019-235926151|-|235929378|235929538	1.0	119	ENSG00000143669.13_3	LYST
chr3:122632045-122632271|-|122632380|122632383	1.0	1	ENSG00000082684.15_6	SEMA5B
chr2:201371579-201371814|-|201374350|201374733	0.216374269006	171	ENSG00000155729.13_3	KCTD18
chr15:41066553-41066634|-|41067165|41067228	0.03515625	512	ENSG00000104129.10_3	DNAJC17
chr7:149247958-149248037|-|149248664|149248745	0.283482142857	448	ENSG00000133624.13_4	ZNF767P
chr19:41208504-41208598|-|41209273|41209445	0.0344827586207	406	ENSG00000123815.12_6	COQ8B
chr18:59360422-59360506|-|59415272|59415307	nan	0	ENSG00000267175.5_7	AC105094.2
chr3:146312827-146312870|-|146318074|146318110	nan	0	ENSG00000231213.6_3	PLSCR5
chr18:55240477-55240597|-|55247286|55247304	0.106557377049	732	ENSG00000066926.11_3	FECH
chr22:41863451-41863618|-|41864023|41864127	0.0178687459389	3078	ENSG00000100410.8_3	PHF5A
chr3:20219762-20219839|-|20225099|20225250	1.0	1224	ENSG00000129810.15_6	SGO1
chr19:49316274-49316605|-|49316689|49316712	0.0882352941176	68	ENSG00000087076.9_4	HSD17B14
chr16:836826-836928|-|837067|837076	0.111265004617	2166	ENSG00000007376.8_3	RPUSD1
chr9:118503740-118503841|-|118505093|118505231	nan	0	ENSG00000228714.4_6	AL691420.1
chr16:71898805-71898951|-|71901795|71901814	0.639830508475	236	ENSG00000102984.15_7	ZNF821
chr1:91843959-91844037|-|91844615|91844619	0.181818181818	33	ENSG00000162669.16_3	HFM1
chr1:1192587-1192690|-|1197549|1197648	0.258620689655	174	ENSG00000160087.20_5	UBE2J2
chr1:158298710-158298804|-|158299159|158299324	nan	0	ENSG00000158485.10_4	CD1B
chr5:1075485-1075605|-|1076005|1076252	0.127586206897	290	ENSG00000113504.21_6	SLC12A7
chr7:106210356-106211590|-|106213393|106213409	1.0	4	ENSG00000267052.3_7	AC005050.1
chr2:85571716-85571855|-|85572635|85573097	0.109872611465	628	ENSG00000042445.14_4	RETSAT
chr5:158223352-158223483|-|158250183|158250207	1.0	19	ENSG00000164330.17_3	EBF1
chr19:48800846-48800925|-|48801237|48801256	0.0	7	ENSG00000105479.15_2	CCDC114
chr15:60643922-60644018|-|60644577|60644581	0.00306321358953	3591	ENSG00000182718.16_7	ANXA2
chr10:54782583-54782720|-|54789651|54789670	0.0	46	ENSG00000227121.2_7	LINC02672
chr17:76497265-76497426|-|76497823|76497829	0.0	3	ENSG00000187775.16_4	DNAH17
chr16:48172138-48172286|-|48173073|48173098	nan	0	ENSG00000140798.16_4	ABCC12
chr7:65444385-65444528|-|65444713|65444820	0.951241134752	1128	ENSG00000169919.17_3	GUSB
chr15:43018507-43018615|-|43019818|43019865	0.760299625468	267	ENSG00000140326.13_6	CDAN1
chr8:74281447-74281590|-|74281691|74281724	0.0	28	ENSG00000253235.2_7	AC111149.1
chr8:80956401-80956443|-|80962580|80962679	0.0551181102362	254	ENSG00000076554.15_5	TPD52
chr16:47493013-47493086|-|47494748|47495025	0.6	375	ENSG00000129636.12_3	ITFG1
chr4:188478900-188479074|-|188479230|188479334	nan	0	ENSG00000250590.6_6	LINC02492
chr10:103789204-103789502|-|103792689|103792782	0.0561959654179	694	ENSG00000120029.13_5	ARMH3
chr16:70551528-70551643|-|70553551|70553579	1.0	906	ENSG00000103051.19_5	COG4
chr9:6534707-6534788|-|6535946|6536063	0.0211538461538	520	ENSG00000178445.9_4	GLDC
chr10:49662130-49662204|-|49663044|49663096	0.970297029703	404	ENSG00000128805.14_4	ARHGAP22
chr12:96374333-96374499|-|96374575|96374592	0.947368421053	19	ENSG00000084110.11_3	HAL
chr17:7508962-7509056|-|7509333|7509414	0.0194678780013	1541	ENSG00000129245.11_2	FXR2
chr10:127824152-127824229|-|127843786|127843795	0.416666666667	12	ENSG00000148848.14_5	ADAM12
chr4:68357897-68357993|-|68358468|68358586	0.421348314607	356	ENSG00000145241.11_4	CENPC
chr15:25657054-25657118|-|25660856|25660861	0.647619047619	105	ENSG00000114062.20_7	UBE3A
chr19:39819639-39819713|-|39820183|39820187	1.0	59	ENSG00000130755.13_6	GMFG
chr19:54666765-54666892|-|54667384|54667455	0.774193548387	62	ENSG00000167608.11_2	TMC4
chr4:52895843-52896029|-|52898017|52898030	0.523076923077	65	ENSG00000163069.12_3	SGCB
chrX:79937963-79938127|-|79939508|79939588	0.85313174946	463	ENSG00000165288.10_2	BRWD3
chr8:124359331-124359646|-|124360422|124360426	0.985524728589	829	ENSG00000156802.13_4	ATAD2
chr6:75947502-75947704|-|75949992|75950016	0.052652733119	4976	ENSG00000112695.11_4	COX7A2
chr15:50868065-50868116|-|50870755|50870835	0.0718849840256	626	ENSG00000092439.16_7	TRPM7
chr17:46863525-46863697|-|46865150|46865172	0.0	6	ENSG00000170703.15_2	TTLL6
chr10:100190887-100191048|-|100193696|100193739	0.40444015444	1036	ENSG00000107521.19_5	HPS1
chrX:70463678-70463830|-|70464151|70464172	0.991631799163	956	ENSG00000147130.14_4	ZMYM3
chr22:41190517-41190584|-|41193257|41193287	0.127659574468	188	ENSG00000100372.15_5	SLC25A17
chr12:57463016-57463089|-|57464456|57464602	0.884758364312	1076	ENSG00000166881.10_6	NEMP1
chr21:30380715-30380942|-|30381915|30381947	0.950276243094	181	ENSG00000156253.7_3	RWDD2B
chr22:17449187-17449273|-|17450502|17450832	nan	0	ENSG00000215568.9_6	GAB4
chr20:3739182-3739325|-|3740653|3740728	0.61562150056	3572	ENSG00000101220.17_2	C20orf27
