ID	PSI	count
chr1:155034379-155034451|+|155033308|155034720	0.0470297029703	1212
chr2:231282305-231282380|+|231281043|231307651	1	42
chr12:51634438-51634554|+|51634245|51634654	0.00175932441942	2842
chrX:100486573-100486753|+|100475135|100490848	1	4
chr16:712672-713064|+|712331|715678	0.219178082192	73
chr2:179317184-179317296|+|179316496|179318157	0	10
chr16:72049582-72049757|+|72048571|72050922	0.0481012658228	395
chr6:99382637-99382755|-|99375698|99395681	0.622905027933	358
chr2:44586635-44586889|-|44573529|44588518	0.104166666667	720
chr5:74685416-74685512|-|74681859|74696029	1	337
chr12:27130884-27131027|-|27129290|27132716	0.0123915737299	807
chr1:67993060-67993120|+|67988081|67995301	0	15
chr12:107361060-107361179|+|107360958|107364882	0.0184528034067	1409
chr2:106006563-106006684|-|106002997|106013103	0	211
chr7:76099616-76099736|+|76093026|76109737	0.142857142857	112
chr5:43240361-43240492|+|43192513|43245183	0.714285714286	28
chr7:112126406-112126494|+|112124998|112126977	0.539682539683	63
chr16:25082060-25082136|+|25078967|25084567	0.4	15
chr17:48191720-48191804|-|48191670|48192927	0.2	40
chr12:95425124-95425264|-|95422285|95434251	0	167
chr6:30582325-30582379|-|30577732|30584254	0.370767494357	1772
chr4:100815111-100815157|-|100813191|100815491	0.482789055605	1133
chr2:201822752-201822856|-|201822267|201824114	0.965610859729	1105
chr22:32766885-32766928|-|32764554|32773247	0.604166666667	48
chr7:2699573-2699674|+|2698649|2701301	0.0178173719376	1347
chr4:79473338-79473499|+|79473013|79475589	0	102
chr10:79800372-79800505|+|79797062|79808738	0.93984962406	133
chr9:138393914-138394112|+|138393819|138395387	0.0285230160971	3541
chr17:60631023-60631116|+|60629758|60637376	0.923605150215	1165
chr2:55556557-55556655|+|55541387|55572492	0	39
chr15:24502263-24502404|+|24490349|24519937	0.222222222222	9
chr19:13041242-13041563|-|13041155|13044363	0.507042253521	71
chr3:107586157-107586424|-|107576049|107591814	0	4
chr2:86074983-86075504|-|86073686|86088303	1	2
chr3:195456518-195456610|+|195435712|195461626	0	5
chr12:120510314-120510533|+|120509605|120518690	0.730769230769	52
chr15:71186910-71187008|+|71185979|71188187	0	224
chr1:21106837-21107033|-|21106404|21113687	0.756728778468	966
chr19:41622082-41622264|+|41620397|41622359	0	4
chr2:233394648-233394849|+|233393366|233396061	1	2
chr17:62238160-62238293|-|62232327|62248459	1	427
chr5:121406385-121406463|-|121406284|121409707	0.0414507772021	193
chr4:907394-907456|-|891946|925830	1	12
chr10:55949123-55949144|-|55945028|55955442	0	1
chr20:60839684-60839774|+|60838747|60847180	0.0245398773006	652
chr19:38860085-38860264|+|38858777|38860611	0.214285714286	14
chr16:4774750-4774832|-|4764187|4784156	0.666666666667	27
chr4:6611123-6611301|+|6611025|6611524	0.0193548387097	310
chr3:42572351-42572450|-|42570150|42573512	0.487179487179	78
chr19:6044203-6044293|-|6042134|6047417	1	141
chr3:44672305-44672438|+|44671036|44672553	0.0829875518672	241
chr11:85734458-85734584|-|85733512|85737333	0.00913838120104	1532
chr2:74691622-74691849|-|74690458|74692440	0	23
chr19:41264688-41264774|+|41263409|41265335	0.00290878869728	4813
chr15:45545397-45545494|+|45544476|45545629	1	17
chr20:4162735-4163495|+|4162623|4164140	1	214
chr7:102724476-102724509|+|102724277|102727076	0.0246376811594	690
chr3:135974966-135975112|+|135974817|135975396	0.0112422709387	1779
chr7:141441548-141441592|+|141438990|141441968	0.00720975675494	14841
chr16:74694829-74695349|-|74686020|74698521	0.988593155894	526
chr8:112198622-112198708|-|112195964|112248310	0	61
chrX:117975777-117975834|+|117973738|117979203	1	14
chr3:48669677-48669829|-|48669477|48670406	0.868008948546	447
chr4:151199004-151199156|-|151186964|151203601	0.977272727273	792
chr2:161288878-161288988|-|161223902|161349799	0.327974276527	311
chr11:94010122-94010275|+|93971443|94011930	1	3
chr6:166744872-166744895|-|166743735|166755906	0.159484673478	2251
chr10:74776603-74776657|-|74774047|74790028	0.982843137255	408
