ID	PSI	count
chr2:234198620-234198893|+|234198499|234198999	0.212880143113	559
chr12:123462906-123462988|+|123462871|123463116	0.825	40
chr11:63713407-63714196|+|63713311|63714475	0.989010989011	182
chr10:104156246-104156481|+|104156205|104156580	0.0159090909091	440
chr11:82984907-82984993|-|82984835|82985035	0.0263157894737	836
chr3:112299553-112300025|+|112299392|112300173	0.658213891951	907
chr12:94806205-94806292|-|94806093|94806367	0.899613899614	518
chr22:18910446-18910627|-|18910329|18910692	0.238095238095	21
chr7:128587110-128587283|+|128587076|128587589	0.5	14
chr16:29810068-29810295|+|29809913|29810505	0.0287141073658	3204
chr3:20387274-20387516|+|20387151|20387558	0.777777777778	9
chr8:144643274-144643539|+|144643171|144643593	0	9
chr11:290781-291001|+|290677|291113	1	128
chr19:36496339-36497324|-|36496234|36497573	1	15
chr17:65733808-65733962|+|65733623|65734088	0.0322493953238	3721
chr15:101826006-101827112|-|101825930|101827215	0.509466437177	581
chr16:28847443-28848071|+|28847253|28848558	0.759689922481	1032
chr2:241535569-241535735|+|241535350|241535938	0.882716049383	162
chr1:161089178-161089282|+|161088923|161089402	0.888888888889	117
chr17:79872406-79872479|-|79872169|79872578	0.291296625222	563
chr12:121615015-121615099|+|121614949|121615249	0	13
chr1:2977168-2977670|-|2977064|2977895	0	4
chr20:62572396-62572462|-|62572302|62572561	0.129846708747	1109
chr17:73910373-73910910|-|73910202|73911013	0.403100775194	129
chr17:43319257-43319446|+|43319213|43319513	0.75	36
chr1:26228173-26230131|-|26227981|26230304	0.015368309486	9435
chr16:70501374-70501788|+|70500784|70501869	0.22695035461	141
chr1:155145104-155145213|-|155145040|155145368	0.029719881576	8782
chr22:24134081-24135745|+|24133942|24135875	0.0338142470694	2218
chr12:1039052-1039138|-|1038984|1039310	0.425531914894	94
chr3:52020677-52020968|+|52020620|52021077	0.846153846154	39
chr3:183904442-183904583|+|183904294|183904663	0.124645892351	706
chr1:155180418-155181917|+|155180338|155182010	0.13916500994	3018
chr5:52396364-52397188|-|52396240|52397339	0.0136098509397	1543
chr16:630263-630857|+|630182|630972	0.152289669862	939
chr10:103344477-103344634|-|103344358|103344676	1	385
chrX:48370323-48370713|+|48370279|48370895	0.116666666667	240
chr7:87230141-87230288|-|87230070|87230394	1	137
chr7:1480320-1481827|-|1480226|1482120	0.181818181818	44
chr19:54647485-54647741|+|54647395|54647870	0.0105793450882	1985
chr3:9984837-9985064|+|9984760|9985199	0.672413793103	116
chr1:223957611-223958148|+|223957542|223958227	0.0338809034908	2922
chr7:5569031-5569165|-|5568791|5569294	0.00215999624348	63889
chrX:54955101-54955102|+|54955035|54955143	1	591
chr7:99159596-99159990|+|99159510|99160117	0.625329815303	379
chr11:65360854-65360946|-|65360325|65361345	0	2
chr12:50835378-50835380|+|50835372|50835426	0.997203579418	1788
chr19:2098126-2098285|+|2097927|2098333	0.864864864865	37
chr16:67226727-67226911|+|67226663|67227073	0.944444444444	234
chr8:145060401-145060525|-|145060222|145060628	0.0869565217391	23
chr21:47608735-47610989|-|47608359|47611149	0.061170212766	376
chr15:66793443-66793712|-|66793286|66793842	0.0434402696293	40055
chr17:37235417-37235754|-|37235356|37235781	0.28	25
chr11:864511-865693|+|864436|865825	0.905660377358	53
chr14:24613677-24614266|-|24613608|24614364	0.0769230769231	1066
chr16:70512553-70513082|+|70512453|70513306	0.397660818713	171
chr3:50154604-50154682|+|50154506|50154812	0.191827468785	1762
chr2:68273175-68273475|-|68273119|68273542	0.0312925170068	1470
chr20:10629324-10629708|-|10629196|10629755	1	5
chr5:87565504-87566342|+|87565284|87566402	0.766129032258	124
chr11:5718573-5719544|+|5718477|5719775	1	2
chr1:109825197-109825301|-|109825139|109825353	0.0146609651802	1637
chr11:6425052-6425167|-|6424876|6425288	1	9
chr6:26991176-26991543|+|26991032|26991704	0.344262295082	61
chr20:33589888-33589961|+|33589750|33590240	0.5	4
chr1:45798842-45798956|-|45798434|45798996	0.165048543689	309
chr17:73570341-73570533|+|73570293|73570749	0	122
chr19:3610969-3611901|-|3610642|3612411	0.864978902954	474
chr21:46685550-46687504|-|46683842|46687628	0.148796498906	457
chrX:11785288-11786740|+|11785079|11786801	1	34
chr12:49398416-49398746|-|49398289|49398801	0.031654676259	1390
chr12:57909774-57910027|+|57909702|57910120	0.0457884427032	4084
chr14:21731495-21731825|-|21731469|21731988	0.603899721448	1795
chr1:151373831-151374017|+|151373714|151374106	0.0210549008336	13916
chr2:216248907-216249582|-|216248742|216249699	0.080985915493	284
chr17:48152890-48152962|+|48152822|48153099	0.183908045977	87
chr1:202700191-202700955|-|202700036|202701067	0.0117035110533	769
chr11:67049423-67049741|+|67049292|67050013	0.0630797773655	1078
chr8:143817086-143818274|+|143816743|143818345	1	580
chr11:64899822-64900202|-|64899718|64900251	0.0959232613909	834
chr8:41399418-41399509|+|41399327|41402549	0.046483909416	839
chr3:49135550-49135624|-|49135424|49135913	0.0617067833698	2285
chr15:75630479-75630695|+|75630402|75630761	1	346
chr5:1632866-1632959|-|1632758|1633021	0.681481481481	135
chr17:40714237-40714373|+|40714168|40714505	0.974522292994	2355
chr11:82985035-82985681|-|82984993|82985783	0.0346889952153	836
